ApplicationDate,Age,AnnualIncome,CreditScore,EmploymentStatus,EducationLevel,Experience,LoanAmount,LoanDuration,MaritalStatus,NumberOfDependents,HomeOwnershipStatus,MonthlyDebtPayments,CreditCardUtilizationRate,NumberOfOpenCreditLines,NumberOfCreditInquiries,DebtToIncomeRatio,BankruptcyHistory,LoanPurpose,PreviousLoanDefaults,PaymentHistory,LengthOfCreditHistory,SavingsAccountBalance,CheckingAccountBalance,TotalAssets,TotalLiabilities,MonthlyIncome,UtilityBillsPaymentHistory,JobTenure,NetWorth,BaseInterestRate,InterestRate,MonthlyLoanPayment,TotalDebtToIncomeRatio
2172-05-15,1.0,790743524.0,815.0,Alien,???,-40.0,-28676.0,1131.0,,-1.0,Cave,7535375.0,4.574932831690684,3674.0,169.0,-3.1029049406922575,1,,402.0,-42.0,373.0,-78899.0,-4707141.0,-1678874.0,-9772217.0,,2.240072795946822,58.0,4390779.0,1.489140031642014,5.062383211282356,120974.08413894403,inf
2148-08-06,76.0,-751994.0,-137.0,Alien,Grade -1,,641749066.0,9174.0,,768.0,,-15724.0,1.8051812973461008,-5.0,436.0,3.740892683178255,no,Teleportation,-8.0,174.0,99.0,,-3001429.0,-4644355.0,-2625191.0,-86317.0,1.6638721247340946,26.0,-2128687.0,2.7579859284980164,4.7838256865357875,25583463885.342922,-296389.45006595366
2171-11-21,1.0,125971841.0,-172.0,Alien,,150.0,-978581.0,4583.0,,195.0,,9597122.0,-3.535935724476078,431.0,1423.0,-3.5296442041347786,0,,-7.0,493.0,617.0,-9622073.0,-2854193.0,-7241155.0,-4241683.0,-15024.0,2.5054124339890533,112.0,-11157020.0,2.9662758416078017,,inf,-1.1965476137262485e+304
2103-08-18,14.0,732526175.0,171.0,Alien,Unknown,75.0,1958199209.0,228.0,,-7.0,Cave,9050975.0,,1182.0,690.0,6.830973313699179,,Time Machine,326.0,475.0,895.0,-1752454.0,,-243228.0,-5525251.0,-19820.0,-1.2768994049085647,143.0,-3451406.0,0.9817539627357208,0.30878004485057453,-505418900.17180115,25043.790371937495
2170-06-14,290.0,629343805.0,-104.0,Ghost,,-1.0,1003926318.0,3932.0,Complicated,-8.0,,-10452.0,-0.3763021740026824,-9.0,1764.0,-2.707782998329038,2,Time Machine,69.0,125.0,261.0,-590247.0,-875635.0,-171611.0,,0.0,-0.6524037740621873,13.0,2500644.0,0.9986436042417406,3.4582289151291974,inf,inf
2198-04-26,232.0,367688919.0,1026.0,,Unknown,139.0,-701800.0,2821.0,Parallel,,,-30985.0,-4.106399353970512,-10.0,-8.0,-0.5002535536385864,no,,243.0,-11.0,88.0,-8146967.0,-8374579.0,-8578432.0,-1734028.0,0.0,2.469685827415982,43.0,,0.06120201129009861,0.08125400780707158,47520.05248905498,inf
2165-03-04,111.0,-289988.0,792.0,,Grade -1,38.0,-168995.0,8317.0,,712.0,Cave,-15103.0,-4.588267521271068,-11.0,1116.0,8.299176317389763,,,-3.0,-21.0,871.0,-737594.0,-8502921.0,-2253216.0,-9022310.0,-68785.0,1.7590122967240949,,4113567.0,1.244256138311967,1.7421993313552653,,
2154-05-28,136.0,498740291.0,-180.0,Time Traveler,,48.0,,151.0,Undefined,70.0,Cave,-9323.0,-0.5923447597899694,-3.0,,3.6019442920098443,no,Alchemy,415.0,-43.0,-37.0,-5169212.0,,-3283442.0,-6145811.0,0.0,-0.2838009944568567,86.0,-6542728.0,2.7902835551641125,4.613611744101022,1126282.5883228485,inf
2194-09-03,44.0,-554082.0,534.0,Alien,,65.0,1131091323.0,1910.0,,-5.0,Cave,-31533.0,,-8.0,-7.0,4.573126677187188,,Alchemy,200.0,,720.0,-8844133.0,-8340300.0,-5434828.0,-904217.0,-75920.0,1.7427429050574244,79.0,-12337483.0,0.07888655104522257,1.1614864713526896,,0.41534510010537407
,227.0,578835984.0,925.0,,,45.0,-457120.0,7716.0,Undefined,-4.0,Unknown,1300439.0,-3.6181032734205028,4012.0,614.0,2.491435510224834,-1,Time Machine,-8.0,273.0,134.0,-394592.0,-7047770.0,-9747026.0,-6400961.0,,-0.9999492948746089,127.0,-4177722.0,0.432656350834449,1.5670414145836276,inf,-2.0627574697215327e+304
2173-05-08,162.0,-673218.0,869.0,,,126.0,-978666.0,9537.0,Complicated,-5.0,,1873279.0,-3.1135713781438006,-7.0,1813.0,-0.8528878000661475,yes,Teleportation,285.0,489.0,59.0,-7174504.0,-3808078.0,-6296340.0,-6603608.0,0.0,-0.6517415417746113,31.0,-9515802.0,2.6196125580155365,5.3730559386685215,,
2169-03-29,210.0,402406449.0,-135.0,,Unknown,,-125786.0,9267.0,,,Spaceship,-21653.0,7.490859613960991,-12.0,-19.0,-1.3622929292212653,yes,Alchemy,-6.0,-2.0,692.0,-371963.0,-9816698.0,-8244028.0,-8320158.0,-32236.0,-1.771818834453449,146.0,,1.6925071483954874,1.056247602795062,,0.6717024444720189
2177-02-24,108.0,450315613.0,,Ghost,,-50.0,,6921.0,Undefined,211.0,,452780.0,5.980981571265462,-16.0,-2.0,-4.249398020933393,no,Alchemy,-1.0,,230.0,-3427197.0,-4011343.0,-7114397.0,-6714590.0,-87526.0,2.389822261103611,174.0,-7068802.0,0.6567753328564123,0.8657058565707152,,-12.200543067374726
2178-08-10,298.0,983880103.0,987.0,,???,-26.0,692406929.0,5055.0,,-8.0,Spaceship,9143262.0,8.494839351453926,3368.0,495.0,-3.2550005387370593,0,,-8.0,454.0,492.0,-475037.0,-8407958.0,-5191825.0,-2592269.0,,2.252638760052828,152.0,-7675356.0,,3.086957592415308,,
2142-05-26,172.0,300477332.0,934.0,,,136.0,-547363.0,9686.0,,630.0,Cave,3473285.0,3.5916684104825354,884.0,-12.0,8.993044263781663,1,Time Machine,,318.0,35.0,-6948020.0,-2459556.0,-8819124.0,-2721304.0,-81756.0,1.9767215601026344,17.0,-7237427.0,-0.11862550404261502,1.0068967899604866,459281.7063692849,-48.10126114742997
2156-07-18,277.0,932241553.0,,,Unknown,21.0,1256075794.0,1006.0,Undefined,976.0,,1250053.0,-4.810088895199024,3800.0,1980.0,6.144148563782646,0,Teleportation,189.0,215.0,87.0,-8073256.0,-5402572.0,-9799282.0,-3974889.0,0.0,1.7151239971815182,129.0,-6767813.0,2.5042297804102547,5.1082885420173,,inf
2113-01-01,296.0,677581750.0,-78.0,,,,1532424653.0,4259.0,,274.0,,3108889.0,-3.9575689662860523,4234.0,249.0,-4.468648929321076,-1,,,,26.0,-9576310.0,-1836225.0,-2895620.0,,0.0,1.879009292131916,47.0,-4573557.0,1.3130058309573331,3.6505225809552693,-4661792332.824203,-inf
2158-02-19,,239019164.0,246.0,,Grade -1,82.0,1682963751.0,8588.0,,807.0,Unknown,,-3.569561108975155,-5.0,-6.0,8.19584709827743,0,Teleportation,-6.0,408.0,924.0,-8968996.0,-8752471.0,,-1639903.0,-49974.0,1.8010698778418999,116.0,-6973160.0,2.1492705063846618,,,0.13138832192740224
2125-11-01,71.0,331899287.0,410.0,,Unknown,54.0,-130851.0,,Complicated,-2.0,Cave,,,-14.0,,3.6676259650358825,-1,Teleportation,-8.0,-32.0,,-5138933.0,-7167003.0,,-288347.0,0.0,-0.8533083831600576,161.0,-8141676.0,1.3143705704814375,3.285206761222618,,-inf
2110-02-27,200.0,-337463.0,,Ghost,,96.0,1476370780.0,7932.0,Complicated,503.0,,-48053.0,-4.671547853296766,-11.0,1599.0,-3.624564769743622,0,Alchemy,126.0,-30.0,966.0,-7059088.0,,-4925420.0,-9191036.0,-49347.0,2.7299502666185713,-4.0,-3769208.0,,-0.11706901477081305,2.4356102436252007e-25,0.9737775346019009
2183-02-10,,248430700.0,470.0,Alien,,-28.0,1289696553.0,491.0,Parallel,-7.0,Unknown,,,-3.0,-2.0,-3.363198451193261,,,385.0,-8.0,46.0,-5129862.0,-3508643.0,-6863436.0,-6140192.0,-16850.0,,133.0,-10509111.0,1.742970179744972,1.7228363774416293,18516134478.07897,-1098878.1317554286
2135-11-30,26.0,643802256.0,,Time Traveler,Grade -1,-42.0,-317359.0,629.0,,-1.0,Cave,-4340.0,-4.178617170488713,2102.0,-14.0,-3.077853478599153,1,,130.0,,944.0,-851547.0,-6338198.0,-7397809.0,-9995074.0,-35794.0,,,-3525585.0,0.04176897602376828,-0.13071551148258417,,0.12124937140302844
,48.0,939485713.0,696.0,,Grade -1,67.0,,1736.0,,156.0,Unknown,9474060.0,-0.43038900466847974,-12.0,-18.0,2.552256932058171,0,,-8.0,368.0,747.0,,-1855264.0,-7927428.0,,-57298.0,,24.0,-7484048.0,0.304546520918616,1.020808463872695,-8495253.103720557,-17.08274104295862
2140-03-15,120.0,,80.0,Ghost,,,-861405.0,8471.0,,670.0,Spaceship,-25496.0,-3.16000169275952,-3.0,-6.0,-1.3041150064278595,no,Teleportation,,377.0,982.0,-2919079.0,-6050183.0,-434022.0,-8682177.0,-48288.0,2.566478338659767,81.0,2051066.0,1.422639841542079,1.9399746854268387,,0.527998674618953
2101-05-20,,-333479.0,866.0,,,127.0,-633942.0,1406.0,Complicated,889.0,Cave,2320002.0,9.87138923435757,,-19.0,5.835446079502897,-1,,272.0,365.0,32.0,-7347008.0,,-1943016.0,-7986659.0,,-0.017401842642693177,-4.0,,,3.005998990356648,1588024.1766205619,inf
2193-01-15,,815065444.0,,Ghost,Grade -1,93.0,-406737.0,6109.0,,,,-24789.0,-3.872989426155999,237.0,535.0,-0.9743998758964496,no,Time Machine,255.0,-43.0,-4.0,-884122.0,-4984814.0,-4932702.0,-7910536.0,0.0,,3.0,-2083669.0,,4.349221724111556,inf,inf
2193-11-28,24.0,-368864.0,502.0,Time Traveler,,-18.0,667222636.0,8391.0,,190.0,,2017797.0,-3.7983861575406657,1910.0,1434.0,,1,Alchemy,112.0,-43.0,379.0,-8934306.0,-9674198.0,-8111339.0,-8207096.0,0.0,-0.2588020145299297,48.0,-9741548.0,,2.588816362189636,,inf
2176-09-15,82.0,434312529.0,874.0,Time Traveler,???,79.0,-287172.0,8407.0,Complicated,626.0,Cave,,-2.126453985662123,-14.0,1855.0,-1.8078291128626796,no,,149.0,-37.0,462.0,-2220702.0,-7435978.0,-7260310.0,-9441711.0,0.0,-1.7074988767387118,,-6432149.0,0.8346729466311946,3.232439406710549,-7735550.744199015,-inf
2165-08-08,196.0,-733363.0,9.0,Alien,,-37.0,1242011363.0,1978.0,Complicated,,,-3446.0,-2.1967853742700694,4064.0,217.0,5.627801984520876,yes,,202.0,-46.0,462.0,-1437532.0,-6723302.0,-4463725.0,,,2.254061856238258,191.0,-3391684.0,0.6435547719215022,2.2372901286556495,-2315616468.431707,42204.237782851385
2191-12-21,294.0,-697975.0,-75.0,Alien,,,1263546246.0,7745.0,Undefined,248.0,,-45279.0,-1.1563538599395935,4302.0,-13.0,3.126251257925424,yes,,53.0,252.0,607.0,-6111585.0,-6806227.0,-6368333.0,-814545.0,-27448.0,-1.445444545064673,109.0,-11460929.0,2.6963497368879548,6.562255821175272,inf,-6.549450360180398e+303
2147-05-27,202.0,702311693.0,,Time Traveler,,,-301159.0,53.0,,-4.0,Cave,2674896.0,4.068781683113304,,-6.0,,2,Alchemy,423.0,-23.0,622.0,-7904152.0,-8608073.0,,-7619104.0,,2.7555107831375727,55.0,-5250913.0,-0.359710683137742,,,inf
2105-10-07,148.0,142192304.0,759.0,,,135.0,,9713.0,,-6.0,,,,1941.0,1755.0,,1,Time Machine,-6.0,-34.0,596.0,-8187894.0,,-24613.0,-6076580.0,0.0,-0.6090064981987258,11.0,-3049769.0,1.9186086371443682,1.9725758996464995,,-inf
2199-08-25,13.0,593519004.0,769.0,,???,38.0,-562133.0,380.0,Complicated,-6.0,Spaceship,-4242.0,,2757.0,1667.0,-1.692197095728611,0,,241.0,,,,-212378.0,,-1372644.0,-80267.0,,133.0,-10219915.0,0.8716450261342505,2.189320249097091,1025574.2996547458,-12.724186772331667
2162-02-25,282.0,481493982.0,380.0,,Grade -1,93.0,236944155.0,3526.0,,128.0,,-16170.0,,-11.0,1477.0,-4.413550611784096,yes,Teleportation,393.0,,26.0,-1955237.0,-774255.0,-1492509.0,,-84611.0,2.354508200218467,88.0,-5559026.0,0.8207518609719011,,inf,-2.1246565279482758e+303
2194-10-15,-7.0,-126614.0,576.0,Alien,???,,-601682.0,6099.0,Parallel,997.0,,7268200.0,4.165451477483006,-9.0,877.0,-3.2780876875998093,0,Time Machine,-9.0,129.0,30.0,-4162589.0,-6460276.0,-1259339.0,-6712243.0,0.0,-1.5295249450511093,192.0,4075857.0,1.7815687064967327,2.6569803795018583,,inf
,209.0,967851601.0,57.0,,Grade -1,124.0,426846954.0,2243.0,Complicated,943.0,,312471.0,-0.04900754768821436,-16.0,186.0,8.860044586883184,0,Alchemy,,-17.0,503.0,-4955034.0,-1362896.0,-3289442.0,,0.0,,,-1707407.0,2.4766266363534024,2.3472280396841065,8349226159.021267,inf
2175-04-27,9.0,-630213.0,1011.0,Alien,Grade -1,121.0,623232528.0,9928.0,Undefined,531.0,,2995393.0,-0.9031509103282067,-5.0,-17.0,-2.137365637015458,-1,,359.0,430.0,585.0,-500968.0,-1831689.0,-9690422.0,-703775.0,-35792.0,2.2318740162660333,32.0,-17353627.0,2.0354428586202413,1.7894456828789176,9293672972.16095,-259741.51668420178
2176-04-12,141.0,457031287.0,29.0,Time Traveler,,-37.0,-81722.0,7420.0,,-2.0,Cave,2124249.0,-4.778450943808369,209.0,164.0,-1.173814355661234,no,Teleportation,-9.0,134.0,691.0,-2871632.0,-3710646.0,-9458107.0,-4215763.0,0.0,,86.0,-11334273.0,1.8453894388575756,3.6316703720916346,inf,inf
2130-02-16,39.0,518455415.0,-12.0,,???,101.0,-288374.0,1776.0,,299.0,,7055118.0,7.907366801749526,-14.0,1325.0,-2.147048169148931,0,,468.0,-21.0,795.0,-9013033.0,-5778815.0,-5456784.0,-6473854.0,-92888.0,-0.33041692396691547,,-3260789.0,1.2367085751448885,3.3789305815171513,811996.4395953559,
,166.0,-87594.0,-191.0,,,,958447874.0,5639.0,Parallel,938.0,Unknown,,9.58800685281579,,1566.0,-1.2258628067417288,2,Teleportation,-1.0,-31.0,56.0,-9552087.0,-4557782.0,-4410631.0,-2187758.0,-81222.0,-0.4372324647309256,105.0,-3758560.0,1.1421246236965494,1.434558848390439,11457915653.064205,-141099.49335234548
2170-09-17,85.0,662190442.0,937.0,Time Traveler,???,132.0,-50262.0,9790.0,Undefined,,Unknown,3969535.0,-1.3926523106425641,3092.0,1362.0,2.6667022188896468,,Teleportation,116.0,-21.0,,-2431626.0,-737141.0,-7192655.0,-4901800.0,0.0,1.8009617136246803,200.0,-10389047.0,,0.4675875774675675,,
2183-02-09,94.0,334126955.0,899.0,,,92.0,1095829465.0,1658.0,Parallel,865.0,,-43065.0,4.913330549356927,2935.0,1122.0,9.441088636095676,1,,-2.0,-33.0,635.0,-9339861.0,-9857761.0,-9298518.0,,0.0,-0.48439014634735034,137.0,-2426274.0,0.00906612149621111,1.2291560608326395,inf,inf
2137-11-26,239.0,,475.0,,Grade -1,32.0,487892110.0,2937.0,Undefined,802.0,,-45139.0,9.563381790536233,-9.0,1525.0,5.562978350740564,-1,Alchemy,350.0,,890.0,-5668276.0,-893690.0,-9775514.0,-2403173.0,-39287.0,-1.5795429630594524,127.0,-10566716.0,1.4582604593018433,4.876487508120013,,50467.371448683516
,106.0,375066060.0,301.0,Ghost,,21.0,-850228.0,5070.0,,649.0,Spaceship,3562892.0,1.511686964871601,-4.0,565.0,7.3940616810192425,2,Time Machine,,-6.0,261.0,-3156081.0,-3312295.0,-2239636.0,-3628857.0,,2.088438878012581,136.0,-3532058.0,0.6041249732450369,1.8827519191373705,,inf
2148-04-19,217.0,,-116.0,Alien,Unknown,111.0,-696519.0,,,532.0,,4824255.0,-4.080439743835875,-4.0,1964.0,-1.7839349848878685,no,,383.0,,548.0,-9484587.0,-3915401.0,-2522408.0,-7776140.0,0.0,1.9994428130040887,1.0,4484768.0,1.66379763678871,2.049961058086472,,inf
2109-02-13,55.0,-77607.0,-152.0,,Unknown,79.0,,4627.0,,,Spaceship,-31533.0,6.856165104775794,-7.0,737.0,3.04096856691108,2,,34.0,-13.0,633.0,-8840640.0,-1777217.0,,-9724230.0,-7140.0,-0.008400274674283725,127.0,1526682.0,1.3701733666853781,1.627115918135458,327782.501708388,-41.49152684991428
2152-04-05,251.0,,637.0,Time Traveler,,,-612340.0,,,221.0,Spaceship,-9361.0,-2.13343127714239,-15.0,1069.0,-3.898152155757175,1,,-4.0,-34.0,582.0,-1596108.0,-3184057.0,-8146964.0,-8677869.0,0.0,1.6367469146352531,60.0,-4767192.0,2.78973468376495,6.363641867737374,-32472603.844085865,-inf
2167-02-03,284.0,826742963.0,,,,23.0,124784815.0,-75.0,,-1.0,Spaceship,9259210.0,5.664402805980911,1035.0,-3.0,7.794445037849255,2,Teleportation,330.0,433.0,617.0,-5065682.0,-5889988.0,-4626953.0,-6212067.0,-28787.0,2.8240720366298797,173.0,-2393761.0,1.0222554621985318,2.951187222675942,-1554734276.343318,53686.56221014062
2119-06-25,232.0,,488.0,,,48.0,305298178.0,7638.0,,-3.0,Spaceship,8000424.0,-3.369251414403192,-18.0,1504.0,8.716738575657274,no,Teleportation,-7.0,-22.0,,-1544644.0,-2756817.0,-7552186.0,-9094743.0,-14829.0,2.5390593801981196,93.0,-4898329.0,1.8253902280441627,2.084337311989568,5302869864.065272,-358140.82460484677
,175.0,922125721.0,,,,21.0,-263128.0,9517.0,Undefined,784.0,Cave,-27345.0,,2146.0,,5.958685641390964,,,308.0,-1.0,364.0,-9825448.0,-1275027.0,-2191218.0,-8339536.0,,-0.6829706958832604,0.0,4573572.0,1.5748089554146532,2.3299299146888064,510891.49882686354,
2193-06-03,235.0,495706521.0,769.0,,Unknown,-28.0,-746569.0,6933.0,Undefined,-4.0,Unknown,6197074.0,4.349503152801702,-19.0,1143.0,-2.530421585918155,,Alchemy,89.0,318.0,721.0,-7859482.0,-172610.0,-5535112.0,-6215183.0,0.0,-1.7815578232249376,197.0,-234899.0,1.8953816526643195,1.5961443701520188,,inf
2130-01-19,114.0,,805.0,Alien,,17.0,-399455.0,3081.0,,443.0,Spaceship,9982845.0,6.7091913400983065,1509.0,-9.0,7.364126749685055,0,Teleportation,331.0,-1.0,,-5423621.0,-2106764.0,-1033455.0,-839411.0,0.0,-0.0928802365340562,50.0,-9368571.0,0.43441200570496985,1.3671628588826215,,inf
2130-03-08,257.0,-595331.0,17.0,,Unknown,91.0,-771340.0,335.0,Undefined,-7.0,Unknown,,-1.4912261387075083,1395.0,1479.0,4.996259427361397,1,,298.0,-10.0,489.0,-1753870.0,-2817378.0,-8019220.0,,0.0,-1.4113746427137257,,-2619889.0,0.4003713054651059,1.34476114941392,-8643900.541574445,inf
2158-09-21,120.0,-570707.0,804.0,,Grade -1,140.0,589391221.0,9734.0,Undefined,-9.0,Spaceship,-44800.0,,-2.0,-18.0,5.21932667490307,1,,-1.0,,436.0,-4732638.0,-9704764.0,-6250697.0,-1734677.0,-31372.0,2.895059990891908,155.0,-11985922.0,1.4588728468017644,3.313605563266546,,51879.164776607126
2168-04-07,226.0,-455434.0,1169.0,,,66.0,-314030.0,2804.0,Undefined,-2.0,Unknown,-49516.0,9.929216063067738,3832.0,,-4.0260765815023705,no,Teleportation,-4.0,-20.0,213.0,-7243816.0,-5925799.0,-7783733.0,-2359541.0,0.0,1.5084258734931617,6.0,-12565979.0,2.4717155347717297,2.590655303767073,-6779529.04201645,-inf
2165-08-07,7.0,-624988.0,1053.0,,,,856523216.0,7678.0,Undefined,-9.0,,-12140.0,7.827160271083699,3550.0,-5.0,-2.6078566161527226,2,Teleportation,,,-21.0,-1083536.0,-5217926.0,-652681.0,-4171355.0,0.0,1.6187977152570112,43.0,209486.0,2.020030392938426,4.454580913271312,-3179543308.1394677,-inf
2101-10-30,29.0,536582849.0,,Time Traveler,Unknown,42.0,,845.0,Complicated,439.0,,-19577.0,9.665352454011822,932.0,987.0,-4.7835875524940965,no,Alchemy,321.0,-37.0,,-3001400.0,-803767.0,-1026324.0,-6696972.0,-48206.0,2.5124634260494187,162.0,-3788381.0,1.2112714488873586,2.84876058022852,,41293.10222608329
2181-04-29,10.0,-998351.0,35.0,Ghost,???,14.0,968000801.0,4844.0,,-6.0,Unknown,262198.0,,2823.0,-10.0,-3.7358158438679756,-1,Teleportation,-1.0,-10.0,79.0,,-1334435.0,-4714082.0,-1806516.0,-33794.0,1.8541000840846082,142.0,-6156695.0,0.39283051619521947,1.998233274039527,inf,-5.3195630433281523e+303
2125-07-26,214.0,-466979.0,,,,17.0,-489075.0,1408.0,Undefined,-4.0,Spaceship,-21282.0,-2.5685721382432676,-1.0,-11.0,8.214738290893003,1,Alchemy,-6.0,,68.0,-7917923.0,-6682613.0,-1554892.0,-3697376.0,0.0,,95.0,-3434483.0,2.157715291353573,3.4802119313096744,inf,inf
2199-11-25,271.0,-536070.0,1084.0,,Grade -1,77.0,1081275250.0,2856.0,,-1.0,Cave,,5.627002478613713,-3.0,1194.0,7.372849528811773,1,,153.0,-34.0,276.0,-3994345.0,-7983490.0,-9264837.0,-1841613.0,0.0,-1.9185123243216036,148.0,-16307896.0,2.741861691644355,1.9417176849150195,,inf
2152-05-17,-3.0,396161552.0,70.0,,Grade -1,12.0,1074467596.0,2951.0,Parallel,-9.0,Unknown,-24627.0,5.5530808836006225,,-8.0,-4.439212245670659,1,Alchemy,-2.0,186.0,157.0,-900144.0,-3002156.0,-5964818.0,-9619917.0,-31115.0,2.0524368827380695,95.0,1386713.0,0.24557112344705323,1.1665958600061341,inf,-5.777577164911829e+303
2187-05-26,89.0,311449835.0,-78.0,,???,,100226884.0,4749.0,Complicated,373.0,,-12573.0,2.739529321070293,2730.0,567.0,2.977193663124809,no,Teleportation,428.0,-30.0,40.0,-820531.0,-7917110.0,-5946553.0,-3715365.0,-27866.0,2.122923604169145,182.0,-7215055.0,2.2968280242445562,2.9280127950477524,,
2191-03-12,229.0,152289440.0,455.0,Alien,Unknown,,-691034.0,6267.0,Undefined,-8.0,Cave,,-3.8591633280970776,2313.0,1097.0,-0.34782575982686037,no,Time Machine,258.0,459.0,69.0,-8270816.0,-3330829.0,-3164077.0,-8841783.0,-5187.0,-1.1224154293810575,28.0,-3312069.0,0.10355934968785763,-0.013942209258395191,,
2174-11-24,76.0,876780363.0,1080.0,Ghost,,30.0,,2401.0,Complicated,161.0,,2102587.0,4.38364230306086,3052.0,755.0,,2,Teleportation,36.0,443.0,931.0,-4495453.0,-621861.0,-4944882.0,-4059893.0,0.0,-1.4184493048025728,9.0,-6820092.0,2.65274042396865,,,inf
2113-03-29,287.0,365457840.0,58.0,Ghost,,52.0,1524890367.0,6405.0,Complicated,745.0,Unknown,-42564.0,,-11.0,-4.0,6.230213406111842,,Time Machine,-7.0,-34.0,156.0,-3520595.0,-6832249.0,,-7902793.0,0.0,-1.3904157317040844,,-3415198.0,1.7471746286003214,4.070420392687134,-5172454038.707473,-inf
2155-03-13,3.0,367112119.0,747.0,,Grade -1,141.0,-507957.0,1006.0,Parallel,,Spaceship,4517597.0,4.121453871980938,1867.0,426.0,5.470235203959088,1,,-6.0,219.0,355.0,-5687882.0,-1358181.0,-5896413.0,-9034201.0,-39370.0,1.5071575476452668,32.0,-815077.0,0.1335350149160024,0.21335910284315046,90314.37663857127,-117.0411830489858
2136-03-09,-9.0,-926600.0,,,Unknown,109.0,-164041.0,6512.0,,,,2287090.0,6.160196556788134,667.0,-9.0,5.805737635265643,yes,,368.0,398.0,717.0,-1765885.0,-9812958.0,-8523385.0,-1152454.0,-52550.0,,105.0,-10981670.0,-0.37309164921068805,0.869851765150116,118909.46117249184,-45.784956444766735
2197-04-29,,888961130.0,662.0,,Grade -1,,334491838.0,5653.0,Complicated,-2.0,,6428688.0,7.592944203187901,-4.0,1984.0,-3.1489476647855605,no,,298.0,-41.0,496.0,-5185992.0,-3095707.0,-2441894.0,-4473742.0,0.0,1.7514682205446412,183.0,-4330603.0,1.9311570276644234,3.7921572028280996,10570380272.990915,inf
,30.0,298859824.0,324.0,Time Traveler,Unknown,-38.0,-396032.0,,,,Cave,7142415.0,,-11.0,486.0,-1.6221549038816518,2,,-9.0,286.0,73.0,-1410526.0,-6129151.0,-5547756.0,,0.0,-0.021090972549769882,118.0,-9624454.0,1.621356384184963,3.642184835761825,,-inf
2147-05-23,,522933046.0,687.0,Alien,???,143.0,,3284.0,Parallel,,Spaceship,-9247.0,-3.5015108430999775,-6.0,,-3.116427423773808,no,,-2.0,-9.0,61.0,-7868889.0,-7243850.0,-7850758.0,-7729921.0,-36418.0,-1.9176472044923887,44.0,-4895257.0,,3.701075243819223,inf,-4.936276387671799e+303
2175-05-20,3.0,,7.0,,,,-906347.0,4372.0,,294.0,,,,506.0,-14.0,-2.0949524022491146,-1,Alchemy,-3.0,-41.0,959.0,-8497183.0,-5767534.0,-6444023.0,-8877624.0,-95154.0,2.147143348564639,97.0,-3258121.0,1.187916716428874,2.344240671170819,1770579.5829947153,-123.22130002937044
,220.0,586428002.0,1134.0,Ghost,???,96.0,1548345213.0,2223.0,Parallel,497.0,Unknown,7275127.0,9.249280137432443,550.0,-15.0,-2.424035945942711,0,,173.0,301.0,,-5611644.0,-9622773.0,-2752681.0,-3704092.0,0.0,2.445470523471206,92.0,414735.0,1.650551001930613,3.9647168747594588,,inf
2115-08-24,73.0,,546.0,Alien,,101.0,-93019.0,,,414.0,Spaceship,-31552.0,9.372772942329991,,1930.0,3.9599077803835234,0,,436.0,-25.0,563.0,-3172638.0,-9656389.0,-1605097.0,-6444274.0,-64277.0,-1.10585936413597,,-1236429.0,2.556280823710941,2.780190714034938,inf,-2.7967906636313386e+303
2113-02-26,,277314659.0,,Alien,,37.0,500666266.0,3034.0,,-2.0,,-5236.0,-2.0366096704312726,-3.0,-16.0,-0.8532056856177448,no,,,479.0,894.0,-9917967.0,-2593206.0,-6942904.0,-6364168.0,-38406.0,2.164940293349886,122.0,-2041563.0,2.832005535555665,4.417858501782637,-1843227266.5032225,47993.347458814314
,220.0,-127573.0,237.0,Time Traveler,,-40.0,,3933.0,Complicated,-3.0,,1081041.0,1.3551563986194175,,1019.0,-1.4797144555065174,0,Time Machine,-1.0,336.0,,-2753149.0,-656116.0,-5841953.0,,-35972.0,-1.0449568445149666,,1824528.0,0.7057778486762807,0.966475236622505,,
2100-01-10,134.0,535441269.0,-46.0,,,136.0,-856817.0,4681.0,,747.0,Spaceship,-31616.0,-4.896690742032842,4824.0,548.0,9.05968918278201,0,,102.0,,96.0,-7206787.0,-3112196.0,-9820466.0,,0.0,2.247365417950789,3.0,-7862126.0,1.2075518885191807,1.172683891671525,inf,
2152-09-20,17.0,-475693.0,913.0,Ghost,,-36.0,262231613.0,6019.0,Parallel,336.0,Unknown,-11546.0,-4.515457826610945,1053.0,1247.0,7.392207624069474,2,Time Machine,,-29.0,81.0,-4434945.0,-3457021.0,-7336500.0,-8367339.0,-60741.0,2.256864803953722,177.0,,,1.1557503411200603,inf,-2.9596041139630823e+303
2165-02-22,55.0,483198253.0,157.0,,???,-41.0,-106153.0,5460.0,,-2.0,Cave,,9.952957162031367,4300.0,1736.0,9.390072894951341,,,444.0,125.0,681.0,-4118615.0,-9976809.0,-8202160.0,-8036039.0,,-1.270122265629638,92.0,-5894078.0,0.9405487224810842,,-2218932.88768258,
2180-11-25,,,997.0,Time Traveler,???,-10.0,866854978.0,94.0,Complicated,155.0,,-24624.0,9.965389205714212,-9.0,-19.0,,2,Alchemy,81.0,-35.0,799.0,-5504486.0,-5471156.0,-9320633.0,-8667846.0,0.0,1.6852567926673465,29.0,-3740951.0,2.285609939483047,4.835201764609598,inf,inf
